Country	ISO3	ISO2	Continent	Region	Capital_Latitude_Deg	Capital_Longitude_Deg	Land_Area_SqKm	Population_2024_Ref_Millions	GDP_2024_Ref_USD_Billions	Population_Year_Millions	Year	Fossil_Share_Of_Energy_Index	Energy_Intensity_Index	Temperature_Anomaly_C	Annual_Mean_Temp_C	Summer_Mean_Temp_C	Winter_Mean_Temp_C	Annual_Max_Temp_C	Annual_Min_Temp_C	Heatwave_Days	Frost_Days	CO2_Emissions_Total_Mt	CO2_Per_Capita_Tons	Methane_Emissions_MtCO2e	N2O_Emissions_MtCO2e	CO2_Energy_Sector_Mt	CO2_Transportation_Mt	CO2_Industrial_Mt	CO2_Residential_Mt	Renewable_Energy_Share_Pct	Coal_Consumption_Mtoe	Oil_Consumption_Mtoe	Gas_Consumption_Mtoe	Electricity_Consumption_TWh	Solar_Installed_Capacity_GW	Wind_Installed_Capacity_GW	Hydropower_Installed_Capacity_GW	Forest_Area_Pct_Of_Land	Forest_Area_SqKm	Forest_Loss_Annual_SqKm	Deforestation_Rate_Pct_Per_Yr	Reforestation_Annual_SqKm	Tree_Cover_Net_Change_Pct_Per_Yr	Annual_Rainfall_mm	Drought_Index_0to100	Water_Avail_CumM3PerCapita	Freshwater_Withdrawal_Pct_Of_Avail	Groundwater_Level_Index	Crop_Yield_Index	Soil_Moisture_Pct	Irrigated_Area_Pct_Of_AgriLand	Agri_Emissions_MtCO2e	Food_Production_Index	Sea_Level_Rise_Cumulative_mm	Ocean_Heat_Content_Index	Ocean_pH	Coastal_Flood_Risk_Index_0to100	PM2_5_Annual_Mean_ug_m3	PM10_Annual_Mean_ug_m3	Air_Quality_Index	Ozone_Annual_Mean_ug_m3	NO2_Annual_Mean_ug_m3	Hurricanes	Cyclones	Flood_Events_Count	Wildfires	Landslides	Tornadoes	Storms	Drought_Events_Count	Endangered_Species_Count	Habitat_Loss_Index_0to100	Coral_Bleaching_Index_0to100	Wildlife_Population_Index	GDP_Current_USD_Billions	GDP_Loss_Climate_Pct	Climate_Damage_Cost_USD_Billions	Agricultural_Loss_USD_Billions	Disaster_Insurance_Loss_USD_Billions	Heat_Related_Deaths	Heat_Related_Deaths_Per_Million	Respiratory_Disease_Rate_Per100k	Climate_Displaced_Persons_Thousands	Food_Insecurity_Index_0to100	Climate_Policy_Score_0to100	Net_Zero_Target	Carbon_Tax_USD_Per_TonCO2	Protected_Area_Pct_Of_Land	Environmental_Performance_Index	SDG_Climate_Score_0to100	ESG_Score	Green_Investment_USD_Billions	Recycling_Rate_Pct
Afghanistan	AFG	AF	Asia	Southern Asia	33.93	67.71	652860	42.6	17.3	43.861	2022	0.115025741	0.089029974	0.7	13.98	21.38	7.58	25.66	0.71	29	46	0.034	0.786	3.869	1.224	0.011	0.004	0.005	0.014	42.98	0.343	0.792	0.795	65.86	0.031	0.02	0.082	40.53	264604.2	153.58	0.058	12.52	-0.0216	1572.4	53.8	7752.1	15.19	93.6	93	32.2	25.5	1.024	100.3	117.03	18.48	8.0509	51.6	6.07	9.79	16	15.85	14.49	0	0	1	5	0	1	3	6	169	28.6		82	17.737	2.12	0.376	0.1237	0.1315	165.1	3.764	277.2	13.79	69.6	19.8	0	0	6.58	25.6	33.2	36.2	0.0378	12.7
Afghanistan	AFG	AF	Asia	Southern Asia	33.93	67.71	652860	42.6	17.3	44.193	2023	0.115025741	0.089029974	0.875	14.58	21.55	7.52	26.85	0.03	31	48	0.031	0.711	3.721	0.998	0.011	0.004	0.006	0.009	46.87	0.312	0.801	0.841	68.32	0.043	0.032	0.082	38.26	249784.2	118.95	0.048	16.34	-0.0157	1552.9	57.4	7708.5	7.64	98.4	91.7	33.4	20.3	1.028	96.5	123.52	23.96	8.0495	45.8	13.36	19.63	27.3	21.95	10.86	0	0	4	6	0	1	4	0	181	26.3			16.397	1.251	0.205	0.1192	0.1871	184.8	4.182	209.7	12.26	65.7	28.5	0	22.7	15.76	28.6	47.4	33	0.0255	7.1
Afghanistan	AFG	AF	Asia	Southern Asia	33.93	67.71	652860	42.6	17.3	44.526	2024	0.115025741	0.089029974	0.971	13.7	20.63	7.13	26.19	0.85	35	40	0.033	0.757	3.972	1.333	0.01	0.004	0.007	0.012	50.67	0.3	0.847	0.818	67.55	0.042	0.034	0.084	39.58	258402	108.06	0.042	8.48	-0.0153	1374.2	63	7665.5	9.97	94.5	93.6	23.6	19.2	1.082	107.8	123.6	27.89	8.0487	49	10.25	17.32	19.2	18.83	15.34	0	0	1	7	1	0	0	0	188	21.2		79.2	17.833	1.699	0.303	0.1356	0.0841	217.8	4.892	280.9	6.3	77.8	34.3	0	0	14.76	32.6	40.2	49.3	0.0176	17.9
Afghanistan	AFG	AF	Asia	Southern Asia	33.93	67.71	652860	42.6	17.3	44.858	2025	0.115025741	0.089029974	1.139	14.38	22.03	7.16	29.39	2.8	39	45	0.034	0.768	3.951	1.315	0.012	0.004	0.006	0.012	50.73	0.316	0.971	0.669	69.23	0.043	0.029	0.08	35.56	232157	70.41	0.03	12.73	-0.0088	1271.6	68.4	7623	7.63	97.8	84	26.9	27	1.031	96.5	129.76	31.91	8.0415	39.2	2.3	4	5	18.68	11.96	0	0	4	6	1	1	2	2	191	26		74.7	16.674	2.548	0.425	0.1379	0.1523	262.1	5.843	201.6	10.34	72.5	28.2	0	0	5.47	32.8	38.4	42.6	0.0447	11.5
Albania	ALB	AL	Europe	Southern Europe	41.15	20.17	28748	2.8	23	2.184	1990	0.190834546	0.518707938	-0.108	11.3	18.97	2.86	24.69	-5.82	14	70	0.013	6.142	0.209	0.067	0.005	0.003	0.003	0.002	3.1	2.677	4.504	3.141	5.9	0	0	0.058	20.31	5838.7	2.75	0.047	1.78	-0.0034	1276.7	36.3	26377.8	24.16	105.4	82.5	39.4	40.4	0.07	68.3	3.57	-1.3	8.0977	6	12.83	19.16	20.3	30.92	6.38	0	0	0	1	0	0	0	0	93	0		100.1	6.361	1.119	0.071	0.0386	0.0225	3.8	1.74	378	0.05	56.2	22.9	0	0	14.28	52.6	46.3	37.7	0	0
Albania	ALB	AL	Europe	Southern Europe	41.15	20.17	28748	2.8	23	2.206	1991	0.190834546	0.518707938	-0.186	9.22	17.29	0.43	23.83	-8.52	17	72	0.014	6.264	0.211	0.061	0.005	0.003	0.004	0.002	7.85	2.128	4.936	3.278	4.31	0	0	0.051	22.75	6540.2	1.98	0.03	1.02	-0.0033	1349.9	36.3	26344.3	21.56	93.5	84.5	42.8	34.2	0.067	76.4	0.29	-7.61	8.1033	6.9	12.17	18.64	31.2	27.68	14.2	0	0	1	0	1	0	1	0	84	0	2.6	101.6	7.485	0.095	0.007	0.045	0.0326	4.2	1.904	299.3	0.06	45.9	33.9	0	0	9.95	54	46.5	45.5	0	14
Albania	ALB	AL	Europe	Southern Europe	41.15	20.17	28748	2.8	23	2.228	1992	0.190834546	0.518707938	-0.183	9.11	17.73	1.15	23.99	-6.15	17	71	0.013	5.691	0.208	0.064	0.004	0.003	0.004	0.002	6.64	2.459	5.286	2.774	9.9	0	0	0.049	18.63	5355.8	1.63	0.03	1.09	-0.0019	1262.1	28.7	26310.9	28.17	95.1	92.4	44.7	36.5	0.074	80.5	7.32	-5.62	8.1011	7.6		18.63	23.1	22.31	13.56	0	0	1	2	0	0	0	0	98	0	0	101	7.485	0.765	0.057	0.0392		4	1.796	276.5	0.08	44.5	23.2	0	0	15.16	50.7	50.6		0	3.4
Albania	ALB	AL	Europe	Southern Europe	41.15	20.17	28748	2.8	23	2.25	1993	0.190834546	0.518707938	-0.049	10.45	20.11	2.45	26.66	-6.02	14	71	0.016	6.988	0.207	0.063	0.006	0.003	0.004	0.003	7.88	1.93	4.446	4.126	9.06	0	0	0.058	17.29	4970.5	1.48	0.03	1.73	0.0009	1358		26277.6	23.33	101.2	90.7	42	29.7	0.078	79.5	10.22	-1.54	8.0979	10.7		14.13		25	9.75	0	0	1	0	0	0	0	1	111	3.9		98.8	8.218	0	0	0.0487	0.0229	2.8	1.245	218.1	0.04	51.6	24.3	0	0	15.21	46.6	55.6		0	5.1
Albania	ALB	AL	Europe	Southern Europe	41.15	20.17	28748	2.8	23	2.271	1994	0.190834546	0.518707938	0.059	11.61	20.03	3.03	28.3	-1.23	12	70	0.015	6.687	0.194	0.062	0.005	0.003	0.004	0.002	6.77	3.799	3.178	3.866	9.31	0	0	0.056	15.17	4361.1	1.39	0.032	0.87	-0.0018	1367.2	34.3	26244.4	24.35	102.2	97	37.4	35	0.086	83.2	9.81	2.06	8.0948	5.7	15.06		35.7	25.31	13.78	0	0	0	1	0	1	0	1	89	4.9	0.8	99	9.048	0.951	0.086	0.0497		3	1.321	359.1	0.03	45.8	22.6	0	0	15.79	57.8	46.7	48	0	8.3
Albania	ALB	AL	Europe	Southern Europe	41.15	20.17	28748	2.8	23	2.293	1995	0.190834546	0.518707938	0.06	11.91	21.12	3.18	28.89	-4.17	20	73	0.016	6.928	0.172	0.062	0.006	0.004	0.005	0.001	12.88	2.279	4.606	3.891	8.31	0	0	0.06	23.42	6732.8	2.62	0.039	1.8	-0.0029	1194.8	31.5	26211.2	25.3	94.5	93.1	38.7	37	0.073	82.4	15.56	1.47	8.1015	11	12.78	18.89		17.36	12.37	0	0	0	3	0	0	0	0	95	0	0	96.3	10.181	0.289	0.029	0.0551		4.4	1.919	279.7	0.08	39.6	24.6	0	0	15.75	52.8	50		0	2.3
Albania	ALB	AL	Europe	Southern Europe	41.15	20.17	28748	2.8	23	2.315	1996	0.190834546	0.518707938	0.001	10.93	19.18	2.62	27.69	-2.89	18	73	0.016	6.921	0.194	0.069	0.006	0.004	0.005	0.002	12.07	3.579	4.19	3.254	8.39	0	0	0.064	19.53	5614.5	1.99	0.035	1.6	-0.0014	1385.7	26.5	26178.2	18.92	102	96.5	46.4	36.4	0.073	85.9	14.28	1.04	8.0942	15	15.14	27.19	37	32.51	15.95	0	0	1	2	0	0	0	0	105	6.4	0	100.2	10.279	0.164	0.017	0.051	0.06	4.4	1.901	280	0.09	49	23.5	0	0	12.61	46.6	48.3	39.8	0	14
Albania	ALB	AL	Europe	Southern Europe	41.15	20.17	28748	2.8	23	2.337	1997	0.190834546	0.518707938	0.144	10.97	17.78	1.98	23.75	-4.8	20	66	0.016	6.838	0.205	0.063	0.006	0.004	0.005	0.002	15.72	2.739	5.171	3.133	12.31	0	0	0.061	21.86	6284.3	3.08	0.049	1.74	-0.0047	1436.8	34.7	26145.2	17.65	96.4	95.7	42.2	35.9	0.065	88.6	21.03	4.53	8.0829	14	8.78	14.46	13.4	26.86	17.93	0	0	2	2	0	0	0	0	98	0	0	102.8	9.66	0.737	0.071	0.0537	0.0655	5.6	2.396	237.6	0.08	56.6	29.9	0	0	3.02	60.3	51.2	49	0	6.4
Albania	ALB	AL	Europe	Southern Europe	41.15	20.17	28748	2.8	23	2.359	1998	0.190834546	0.518707938	0.071	10.2	18.44	2.36	26.05	-1.7	16	68	0.017	7.307	0.196	0.071	0.006	0.004	0.005	0.002	12.67	2.992	4.748	3.421	11.38	0	0	0.055	20.56	5910.6	3.02	0.051	1.27	-0.0061	1403.8	40.3	26112.3	18.08	101	101.1	33.8	39.4	0.091	89.4	25.31	0.8	8.0879	10	12.79	19.87	37	36.98	11.57	0	0	1	0	0	0	0	1	100	5.1	0.1	98.7	10.493	0.757	0.079	0.0611	0.0279	4.2	1.781	275.4	0.05	45	30.8	0	0	14.64	39.8	54.8	34	0	9.6
Albania	ALB	AL	Europe	Southern Europe	41.15	20.17	28748	2.8	23	2.381	1999	0.190834546	0.518707938	0.05	10.5	19.28	2.24	25.89	-6.61	16	74	0.016	6.922	0.211	0.066	0.006	0.003	0.005	0.002	13.81	2.856	5.272	3.12	11.03	0	0	0.057	32.31	9288.5	1.55	0.017	0.97	-0.002	1454.9	24.1	26079.5	25.1	100.7	96.9	47.6	40.7	0.075	90.8	25.71	3.02	8.0874	13.1	13.11	19.31	25.2	16.5	10.63	0	0	1	1	1	0	0	1	108	5.4	0.1	89.1	10.46	0	0	0.05	0.0594	4.2	1.764	389.5	0.04	46.1	19.3	0	0	18.01	56.7	49.9	37.7	0	8.8
Albania	ALB	AL	Europe	Southern Europe	41.15	20.17	28748	2.8	23	2.402	2000	0.190834546	0.518707938	0.068	10.21	18.4	2.19	22.74	-5.75	15	66	0.017	7.4	0.202	0.063	0.006	0.003	0.005	0.003	18.26	2.904	5.09	3.356	9.09	0	0	0.052	13.38	3846.5	2.57	0.067	0.82	-0.0061	1411.8	26	26046.8	22.43	97.2	101.8	55.8	31.9	0.077	95.7	33.26	0.98	8.0928	10.3	10.51	15.83	26.7	27	15.74	0	0	1	0	0	0	0	0	110	3.4	1.8	90.1	11.9	0.321		0.0574	0.0316	4.3	1.79	306.5	0.05	37.2	22.8	0	0	8.66	51	44.3	55.6	0	8.2
Albania	ALB	AL	Europe	Southern Europe	41.15	20.17	28748	2.8	23	2.424	2001	0.190834546	0.518707938	-0.015	11.35	20.1	2.69	28.27	-6.25	19	72	0.02	8.328	0.21	0.072	0.007	0.004	0.006	0.003	20.12	2.628	4.447	4.37	10.01	0	0	0.061	18.92	5439.1	2.81	0.052	0.7	-0.0073	1300.4	34.6	26014.1	24.57	99.9	104.3	42.2	30.9	0.097	101.4	33.15	-2.49	8.0884	8.3	22.11	32.16	52.1	27.55	7.9	0	0	0	1	1	0	0	1	99	2	3.3	98.6	11.717	0.719	0.084	0.0635	0.0407	5.9	2.434	381.7	0.06	54.8	19.8	0	0	16.97	53.1	62.3	33.8	0	6.6
Albania	ALB	AL	Europe	Southern Europe	41.15	20.17	28748	2.8	23	2.446	2002	0.190834546	0.518707938	0.062	9.89	18.34	1.8	25.56	-2.75	14	80	0.019	8.005	0.221	0.065	0.007	0.004	0.005	0.003	19.84	2.09	5.769	3.651	11.49	0	0	0.057	20.96	6025.6	2.59	0.043	1.08	-0.0053	1116.8	33.1	25981.5	23.75	101	104.7	43.9	37.5	0.069	98.7	40.18	3.33	8.0791	13.2	18.97	27.27	47.9	21.17	21.95	0		0	3	0	1	2	1	101	2.1	0.6	101.1	12.501	0.301	0.038	0.0665	0.063	4.2	1.717	386.3	0.05	45.6	32	0	0	16.88	47.5	50.4	46.7	0	12.3
Albania	ALB	AL	Europe	Southern Europe	41.15	20.17	28748	2.8	23	2.468	2003	0.190834546	0.518707938	0.271	10.88	18.88	2.48	25.91	-4.3	22	70	0.019	7.686	0.216	0.08	0.007	0.004	0.005	0.003	19.97	2.557	5.195	3.885	9.35	0	0	0.063	22.97	6603.4	2.96	0.045	1.96	-0.0035	1380.5	32.9	25949.1	24.07	102.5	100.8	45.8	33.1	0.061	94	44.32	7.82	8.0765	18.4	11.44	18.6	35.7	17.47	12.2	0	0	0	1	0	0	2	0	94	1.4	0	99.9	12.519	0.688	0.086	0.0664	0.0713	5.4	2.188	342.8	0.11	41.4	27.9	0	0	16.13	64.6	64.3	45.2	0.0011	10.6
Albania	ALB	AL	Europe	Southern Europe	41.15	20.17	28748	2.8	23	2.49	2004	0.190834546	0.518707938	0.293	11.79	19.67	3.49	25.7	-5.08	20	75	0.019	7.855	0.196	0.063	0.006	0.004	0.006	0.004		1.855	5.271	4.614	8.6	0	0.001	0.064	22.96	6600.5	1.59	0.024	1.44	-0.0005	1430.5		25916.7	20.92	98.6	97.9	45.5	42.4	0.087	104.9	47.97	9.17	8.0727	14.7	12.91	20.07	32.7	28.83	7.7	0	0	1	4	0	0	0	1	105	9.3	2	97.3	12.596	0.095	0.012	0.0731	0.1666	6.1	2.45	268.3	0.08	43.4	37.1	0	0	14.34	54.7	50.7	49.5	0.0046	9.4
Albania	ALB	AL	Europe	Southern Europe	41.15	20.17	28748	2.8	23	2.512	2005	0.190834546	0.518707938	0.287	10.69	18.39	1.99	25.7	-2.64	23	63	0.022	8.805	0.212	0.068	0.007	0.004	0.006	0.005	21.06	2.067	5.76	4.005	10.72	0	0.002	0.061	19.31	5551.2	2.04	0.037	1.72	-0.0011	1301.9	37.2	25884.3	14.57	98.3	104.5	47.1	36	0.084	101.2	43.31	6.4	8.0769	14.8	11.98	18.36	24.3	29.45	16.45	0	0	0	0	1	1	0	2	95	0	0.2	97.7	13.53	0.876	0.119	0.0758	0.0663	6.7	2.668	225.9	0.05	49.9	30.7	0	0	20.37	60.9	51.5	60.2	0.0049	9
Albania	ALB	AL	Europe	Southern Europe	41.15	20.17	28748	2.8	23	2.533	2006	0.190834546	0.518707938	0.254	11.06	19.13	3.56	27.25	-0.68	20	74	0.023	9.257	0.204	0.077	0.008	0.005	0.006	0.003	25.54	2.977	4.072	4.937	11.85	0	0.003	0.06	19.86	5709.4	1.57	0.027	1.92	0.0012	1209.5	47.1	25852.1	31.91	98.9	97.8	34.3	41.2	0.075	95.5	51.28	7.58	8.0693	13.9	17.71	26.84	39.6	22.68	15.03	0	0	1	0	1	0	0	1	96	3.3	2.2	98.5	14.894	0.963	0.143	0.0948	0.0452	5.3	2.092	362.8	0.06	52.3	26.9	0	0	13.06	56.2	53.9	43.8		4.1
Albania	ALB	AL	Europe	Southern Europe	41.15	20.17	28748	2.8	23	2.555	2007	0.190834546	0.518707938	0.236	10.16	18.04	1.77	24.45	-6.21	18	68	0.024	9.685	0.207	0.068	0.007		0.007	0.005	29.21	1.218	5.395	5.491	9.8	0.001	0.005	0.056	15.53	4464.6	1.96	0.044	1.19	-0.0027	1435.8	41.4	25819.9	24.28	99.3	106.4	40.9	33.5	0.082	104.8	56.97	5.92	8.0757	24.5	10.05	16.58	18.7	26.45	13.87	0	0	2	4	0	0	0	2	105	8.8	0	92.2	15.003	0.01	0.002	0.0885	0.135	5.3	2.074	303.5	0.12	45.1	21.3	0	0	21.92	45.3	50.4	38	0.0115	11.7
Albania	ALB	AL	Europe	Southern Europe	41.15	20.17	28748	2.8	23	2.577	2008	0.190834546	0.518707938	0.239	10.64	18.72	2.86	25.69	-4.6	19	74	0.024	9.529	0.231	0.074	0.008	0.004	0.007	0.005	25.12	3.128	4.941	4.076	15.72	0.002	0.007	0.067	22.62	6502.8	1.8	0.028	1.15	-0.0023	1273.3	40.5	25787.8	21.98	94.6	109.9	41.9	44.2	0.075	113.8	60.96	5.54	8.0787	20.8	14.53	24.41	30.4	19.24	15.87	0	0	2	1	1	0	1	0	110	7.6	0	90.9	15.523	0.832	0.129	0.0906	0.0944	5.5	2.134	325.1	0.06	52.7	36.3	0	0	12.65	53.7	49.6	39.2	0.0111	22.6
Albania	ALB	AL	Europe	Southern Europe	41.15	20.17	28748	2.8	23	2.599	2009	0.190834546	0.518707938	0.36	11.66	19.73	3.87	24.76	-2.06	26	61	0.023	9.179	0.228	0.073	0.008	0.005	0.007	0.003	26.19	3.235	3.599	5.48	13.19	0.004	0.006	0.07	21.9	6295.8	1.82	0.029	0.78	-0.0036	1176.4	42.4	25755.8	17.14	100.9	98	46.7	37.2	0.086	94.6	63.42	8.49	8.0686	29.9	16.6	24.4	38.6	20.6	10.07	0	0	0	3	0	0	0	2	104	2.7	0	96.3	16.908	0.441	0.075	0.1019	0.092	7.3	2.809	266.5	0.08	51.2	26	0	0	17	62.1	44.9	47.9	0.0103	15.9
Albania	ALB	AL	Europe	Southern Europe	41.15	20.17	28748	2.8	23	2.621	2010	0.190834546	0.518707938	0.314	10.77	18.59	1.78	23.08	-3.54	18	75	0.025	9.805	0.203	0.085	0.009	0.006	0.007	0.003	9.38	2.843	5.087	4.4	14.73	0.006	0.011	0.064	18.16	5220.6	2.56	0.049	0.87	-0.0059	1224.8	45.8	25723.9	10.2	97.5	110.8	37.2	34.3	0.079	118.4	70.99	9.25	8.0668	21.7	12.9	20.78	24.6	30.76	6.25	0	0	1	2	0	0	1	3	102	7.4	0	95.2	15.88	0.243	0.039	0.0986	0.0924	5.6	2.137	256.5	0.06	51.9	35.7	0	0	16.76	58.4	46.2	42.4	0.016	2.7
Albania	ALB	AL	Europe	Southern Europe	41.15	20.17	28748	2.8	23	2.643	2011	0.190834546	0.518707938	0.394	11.91	20.12	3.9	25.78	-2.95	20	71	0.026	10.129	0.238	0.073	0.008	0.006	0.007	0.006	16.78	2.208	5.948	4.26	11.3	0.01		0.064	23.91	6873.6	3.18	0.046	1.48	-0.0059	1158.3	31.9	25692.1	22.69	100.9	111.9	41.1	41.5	0.082	118.8	68.41	9.71	8.08	20.7	15.17	25.3	36.9	24.59	17.76	0	0	1	4	0	0	0	0	120	8.2	3.1	96.4	17.534	0.244	0.043	0.0918	0.0822	6.5	2.46	428.8	0.04	41.6	30.4	0	0	7.96	55.3	48.9	50.8	0.0184	10.2
Albania	ALB	AL	Europe	Southern Europe	41.15	20.17	28748	2.8	23	2.664	2012	0.190834546	0.518707938	0.487	10.83	19.21	2.74	27.2	-2.11	22	67	0.025	9.623	0.212	0.073	0.009	0.006	0.007	0.004	20.1	2.368	5.666	4.455	13.34	0.011	0.013	0.063	23.73	6821.9	1.54	0.023	1.59	0.0002	1350.2	35.6	25660.3	24.02	91.3	99.4	43.9	40.4	0.097	100.6	76.8	13.92	8.0689	25.3	9.01	12.37	17.7	29.35	12.46	0	0	3	1	1	1	2	3	98	1.4	3.3	94.5	16.091	0.35	0.056	0.0887	0.2189	7.2	2.702	312.2	0.15	38.5	36.1	0	0	20.77	56.5	53.1	41.4	0.0162	15.2
Albania	ALB	AL	Europe	Southern Europe	41.15	20.17	28748	2.8	23	2.686	2013	0.190834546	0.518707938	0.364	10.51	18.26	3.26	27.26	-4.64	22	70	0.025	9.645	0.227	0.073	0.009	0.007	0.007	0.003	23.23	2.196	5.801	4.586	10.81	0.013	0.018	0.055	28.89	8305.3	2.89	0.035	1.77	-0.0039	1282.5	54.2	25628.6	19.94	103.4	103.9	42.7	41.2	0.073	111.9	78.6	11.19	8.0576	27	16.73	28.24	44.9	37.78	14.38	0	0	0	3	0	0	0	1	104	7.3	0	89.4	16.119	0.993	0.16	0.1095	0.0828	7.9	2.941	331.8	0.12	62.5	30.2	0	0	16.06	53.1	53.4	37.9	0.0293	19.2
Albania	ALB	AL	Europe	Southern Europe	41.15	20.17	28748	2.8	23	2.708	2014	0.190834546	0.518707938	0.338	11.6	19.69	2.94	28.18	-6.05	20	64	0.026	10.106	0.241	0.07	0.008	0.006	0.007	0.005	28.93	3.147	5.741	3.575	13.98	0.019	0.013	0.067	24.2	6957	2.79	0.04	1.43	-0.0047	1229.3	29.5	25597	19.24	96.4	106.9	48.4	40.5	0.093	118.4	83.44	10.28	8.0545	31	16.13	23.72	38.1	18.16	10	0	0	1	2	0	0	1	0	87	4.1	0	87.5	18.637	1.167	0.217	0.0944	0.1564	5.4	1.994	369.3	0.1	42.7	36.9	1	0	15.99	45.4	57.6	45.9	0.0133	21.7
Albania	ALB	AL	Europe	Southern Europe	41.15	20.17	28748	2.8	23	2.73	2015	0.190834546	0.518707938	0.454	10.6	18.27	2.64	22.74	-5.5	26	74	0.025	9.682	0.223	0.069	0.008	0.006	0.007	0.004	34.33	2.72	4.623	5.366	14.6	0.024	0.02	0.062	18.55	5332.8	2.96	0.056	1.45	-0.0053	1334.7	39.8	25565.5	23.03	99.9	122.3	42.7	29.7	0.101	131.6	88.87	9.91	8.0631	27.5	14.04	20.99	36	19.39	19.03	0	0	0	2	0	0	1	0	104	4.7	3.3	86	18.387	1.452	0.267	0.1064	0.1163	6.3	2.308	257.1	0.08	48.8	26.7	0	0	14.58	61.8	55.8	40.6	0.0323	17.1
Albania	ALB	AL	Europe	Southern Europe	41.15	20.17	28748	2.8	23	2.752	2016	0.190834546	0.518707938	0.522	10.5	18.34	2.03	27.17	-3	27	69	0.025	9.365	0.236	0.077	0.009	0.005	0.006	0.005	35.13	2.795	3.635	6.412	17.09	0.031	0.024	0.072	26.02	7480.2	1.39	0.019	1.56	0.0006	1105.2	38.6	25534	22.71	92.2	111.7	39.6	37.9	0.083	115.5	89.8	14.85	8.0555	34.8	18.39	27.82	37.6	23.38	14.5	0	0	1	1	0	0	1	2	103	2	0	91.9	19.381	1.242	0.241	0.1105	0.0918	5.4	1.962	338.5	0.13	54.8	40.2	1	0	17.07	49.5	43.9	50.2	0.0346	15.7
Albania	ALB	AL	Europe	Southern Europe	41.15	20.17	28748	2.8	23	2.774	2017	0.190834546	0.518707938	0.707	11.42	19.1	3.31	23.81	-1.65	26	60	0.023	8.848	0.226	0.077	0.01	0.005	0.006	0.003	38.73	2.839	5.311	4.578	12.06	0.029	0.021	0.066	19.75	5677.7	1.49	0.026	0.86	-0.0022	1249.9	44.6	25502.7	24.48	98.2	108	40.9	37.5	0.075	118	92.89	21.86	8.0586	29.3	12.57	19.43	27.5	15.12	15.32	0	0	0	2	2	0	1	2	82	9.1	3.8	88.1	18.575	1.465	0.272	0.1137	0.2106	8.6	3.101	320.1	0.07	48.2	27.9	0	0	19.74	55	53.5	49.9	0.0356	19.4
Albania	ALB	AL	Europe	Southern Europe	41.15	20.17	28748	2.8	23	2.796	2018	0.190834546	0.518707938	0.803	11.62	20.44	3.48	27.96	-2.16	32	62	0.024	8.919	0.25	0.079	0.008	0.006	0.007	0.003	37.44	3.088	6.338	3.166	17.56	0.037	0.035	0.069	23.91	6873.6	2.16	0.031	1.66	-0.0017	1367.6	44.4	25471.4	23.45	100	101.4	47.3	43.2	0.075	104.9	96.36	21.57	8.0599	40.3	11.18	16.53	19.5	32.54	13.53	0	0	0	4	1	0	0	1	103	3.9	0	90.6	20.754	1.244	0.258	0.1268	0.1195	10.8	3.863	273.4	0.08	49.9	36.8	0	0	15.99	51.4	47.7	52.7	0.0384	18.5
Albania	ALB	AL	Europe	Southern Europe	41.15	20.17	28748	2.8	23	2.817	2019	0.190834546	0.518707938	0.802	10.61	19.29	2.34	25.21	-5.57	32	67	0.023	8.632	0.268	0.085	0.008	0.004	0.006	0.004	43.53	2.265	5.453	5.311	12.32	0.034	0.036	0.063	14.83	4263.3	1.9	0.045	0.9	-0.0035	1252.4	48.5	25440.1	24.12	92.6	109.2	36.5	42.9	0.106	122.1	102.68	25.47	8.0588	41.3	14.19	21.49	37.9	20.87	16.59		0	0	1	0	0	0	2	112	9.6	0	82.5	19.647	0.3	0.059	0.1256	0.0486	9.6	3.407	271.9	0.1	50.7	29	1	0	16.31	56.6	42.1	43	0.0324	28.3
Albania	ALB	AL	Europe	Southern Europe	41.15	20.17	28748	2.8	23	2.839	2020	0.190834546	0.518707938	0.985	10.91	18.77	2.28	26.04	-4.56	34	49	0.024	8.706	0.253	0.077	0.007	0.005	0.006	0.006	45.33	2.405	5.958	4.62	16.74	0.044	0.036	0.075	20.03	5758.2	1.49	0.026	0.67	-0.0029	1261.1	38.2	25409	28.12	102.3	110.8	43.6	39.2	0.094	118.7	107.03	26.68	8.0634	48.2	10.84	15.25	29.3	33.03	13.67	0	0	1	2	0	0	1	2	109	8.3	2.2	89.1	20.352	1.731	0.352	0.1155	0.1215	10.5	3.698	284.1	0.14	42.3	36	0	0	11.82		56.6	54.6	0.0482	26.4
Albania	ALB	AL	Europe	Southern Europe	41.15	20.17	28748	2.8	23	2.861	2021	0.190834546	0.518707938	0.867	11.38	19.15	2.81	27.21	-4.29	33	64	0.023	8.551	0.248	0.071	0.008	0.005	0.007	0.003	52.42	1.725	5.391	6.293	16.68	0.047	0.03	0.075	26.48	7612.5	2.38	0.031	1.65	-0.0025	1236.5	42.8	25377.9	20.24	102	105.5	44	42.2	0.07	113.1	109.69	23.69	8.0506	37.6	9.07	12.92	25.8	31.4	17.24	0	0	1	2	1	0	1	1	96	7.1	0	87.7	21.05	0.281	0.059	0.1262	0.1533	9.9	3.46	241.1	0.11	50	48.1	0	0	16.42	57.8	46.2	60	0.0475	15.7
